"state","sex","age","pop","year"
"Pennsylvania","Male","40 to 44 years",437337,2010
"Rhode Island","Male","40 to 44 years",38009,2010
"South Carolina","Male","40 to 44 years",154610,2010
"South Dakota","Male","40 to 44 years",25564,2010
"Tennessee","Male","40 to 44 years",219049,2010
"Texas","Male","40 to 44 years",842975,2010
"Utah","Male","40 to 44 years",77395,2010
"Vermont","Male","40 to 44 years",22986,2010
"Virginia","Male","40 to 44 years",293339,2010
"Washington","Male","40 to 44 years",237041,2010
"West Virginia","Male","40 to 44 years",63011,2010
"Wisconsin","Male","40 to 44 years",201182,2010
"Wyoming","Male","40 to 44 years",17193,2010
"Puerto Rico","Male","40 to 44 years",119608,2010
"Alabama","Male","45 to 49 years",169012,2010
"Alaska","Male","45 to 49 years",28911,2010
"Arizona","Male","45 to 49 years",210736,2010
"Arkansas","Male","45 to 49 years",100271,2010
"California","Male","45 to 49 years",1338605,2010
"Colorado","Male","45 to 49 years",186461,2010
"Connecticut","Male","45 to 49 years",142477,2010
"Delaware","Male","45 to 49 years",32526,2010
"District of Columbia","Male","45 to 49 years",19199,2010
"Florida","Male","45 to 49 years",682630,2010
"Georgia","Male","45 to 49 years",344541,2010
"Hawaii","Male","45 to 49 years",48302,2010
"Idaho","Male","45 to 49 years",52323,2010
"Illinois","Male","45 to 49 years",470262,2010
"Indiana","Male","45 to 49 years",237468,2010
"Iowa","Male","45 to 49 years",110413,2010
"Kansas","Male","45 to 49 years",102488,2010
"Kentucky","Male","45 to 49 years",159250,2010
"Louisiana","Male","45 to 49 years",160285,2010
"Maine","Male","45 to 49 years",54057,2010
"Maryland","Male","45 to 49 years",221201,2010
"Massachusetts","Male","45 to 49 years",250771,2010
"Michigan","Male","45 to 49 years",379491,2010
"Minnesota","Male","45 to 49 years",207161,2010
"Mississippi","Male","45 to 49 years",103219,2010
"Missouri","Male","45 to 49 years",223436,2010
"Montana","Male","45 to 49 years",36735,2010
"Nebraska","Male","45 to 49 years",65647,2010
"Nevada","Male","45 to 49 years",96825,2010
"New Hampshire","Male","45 to 49 years",57346,2010
"New Jersey","Male","45 to 49 years",344260,2010
"New Mexico","Male","45 to 49 years",71061,2010
"New York","Male","45 to 49 years",713646,2010
"North Carolina","Male","45 to 49 years",335658,2010
"North Dakota","Male","45 to 49 years",23985,2010
"Ohio","Male","45 to 49 years",433039,2010
"Oklahoma","Male","45 to 49 years",131258,2010
"Oregon","Male","45 to 49 years",132756,2010
"Pennsylvania","Male","45 to 49 years",479341,2010
"Rhode Island","Male","45 to 49 years",39695,2010
"South Carolina","Male","45 to 49 years",159016,2010
"South Dakota","Male","45 to 49 years",29861,2010
"Tennessee","Male","45 to 49 years",226408,2010
"Texas","Male","45 to 49 years",863986,2010
"Utah","Male","45 to 49 years",77373,2010
"Vermont","Male","45 to 49 years",25132,2010
"Virginia","Male","45 to 49 years",301883,2010
"Washington","Male","45 to 49 years",247763,2010
"West Virginia","Male","45 to 49 years",67285,2010
"Wisconsin","Male","45 to 49 years",222979,2010
"Wyoming","Male","45 to 49 years",20755,2010
"Puerto Rico","Male","45 to 49 years",114340,2010
"Alabama","Male","50 to 54 years",163589,2010
"Alaska","Male","50 to 54 years",28266,2010
"Arizona","Male","50 to 54 years",192574,2010
"Arkansas","Male","50 to 54 years",95786,2010
"California","Male","50 to 54 years",1215471,2010
"Colorado","Male","50 to 54 years",177949,2010
"Connecticut","Male","50 to 54 years",132965,2010
"Delaware","Male","50 to 54 years",30149,2010
"District of Columbia","Male","50 to 54 years",17582,2010
"Florida","Male","50 to 54 years",619932,2010
"Georgia","Male","50 to 54 years",308873,2010
"Hawaii","Male","50 to 54 years",48171,2010
"Idaho","Male","50 to 54 years",50529,2010
"Illinois","Male","50 to 54 years",440523,2010
"Indiana","Male","50 to 54 years",227018,2010
"Iowa","Male","50 to 54 years",109957,2010
"Kansas","Male","50 to 54 years",99452,2010
"Kentucky","Male","50 to 54 years",151944,2010
"Louisiana","Male","50 to 54 years",156017,2010
"Maine","Male","50 to 54 years",53217,2010
"Maryland","Male","50 to 54 years",202054,2010
"Massachusetts","Male","50 to 54 years",232288,2010
"Michigan","Male","50 to 54 years",368698,2010
"Minnesota","Male","50 to 54 years",194216,2010
"Mississippi","Male","50 to 54 years",97937,2010
"Missouri","Male","50 to 54 years",209621,2010
"Montana","Male","50 to 54 years",38574,2010
"Nebraska","Male","50 to 54 years",63591,2010
"Nevada","Male","50 to 54 years",88418,2010
"New Hampshire","Male","50 to 54 years",53113,2010
"New Jersey","Male","50 to 54 years",313303,2010
"New Mexico","Male","50 to 54 years",68805,2010
"New York","Male","50 to 54 years",663177,2010
"North Carolina","Male","50 to 54 years",309765,2010
"North Dakota","Male","50 to 54 years",24943,2010
"Ohio","Male","50 to 54 years",423426,2010
"Oklahoma","Male","50 to 54 years",125942,2010
"Oregon","Male","50 to 54 years",136324,2010
"Pennsylvania","Male","50 to 54 years",471204,2010
"Rhode Island","Male","50 to 54 years",37986,2010
"South Carolina","Male","50 to 54 years",152000,2010
"South Dakota","Male","50 to 54 years",29408,2010
"Tennessee","Male","50 to 54 years",214960,2010
"Texas","Male","50 to 54 years",782281,2010
"Utah","Male","50 to 54 years",72766,2010
"Vermont","Male","50 to 54 years",25363,2010
"Virginia","Male","50 to 54 years",278103,2010
"Washington","Male","50 to 54 years",239822,2010
"West Virginia","Male","50 to 54 years",70387,2010
"Wisconsin","Male","50 to 54 years",211255,2010
"Wyoming","Male","50 to 54 years",22182,2010
"Puerto Rico","Male","50 to 54 years",108759,2010
"Alabama","Male","55 to 59 years",143591,2010
"Alaska","Male","55 to 59 years",25034,2010
"Arizona","Male","55 to 59 years",172482,2010
"Arkansas","Male","55 to 59 years",87634,2010
"California","Male","55 to 59 years",1015856,2010
"Colorado","Male","55 to 59 years",152691,2010
"Connecticut","Male","55 to 59 years",111049,2010
"Delaware","Male","55 to 59 years",26285,2010
"District of Columbia","Male","55 to 59 years",15412,2010
"Florida","Male","55 to 59 years",547809,2010
"Georgia","Male","55 to 59 years",262677,2010
"Hawaii","Male","55 to 59 years",43855,2010
"Idaho","Male","55 to 59 years",45393,2010
"Illinois","Male","55 to 59 years",377431,2010
"Indiana","Male","55 to 59 years",196125,2010
"Iowa","Male","55 to 59 years",97675,2010
"Kansas","Male","55 to 59 years",86145,2010
"Kentucky","Male","55 to 59 years",135860,2010
"Louisiana","Male","55 to 59 years",131929,2010
"Maine","Male","55 to 59 years",48494,2010
"Maryland","Male","55 to 59 years",172926,2010
"Massachusetts","Male","55 to 59 years",199139,2010
"Michigan","Male","55 to 59 years",324314,2010
"Minnesota","Male","55 to 59 years",164248,2010
"Mississippi","Male","55 to 59 years",86733,2010
"Missouri","Male","55 to 59 years",177687,2010
"Montana","Male","55 to 59 years",36243,2010
"Nebraska","Male","55 to 59 years",54939,2010
"Nevada","Male","55 to 59 years",76709,2010
"New Hampshire","Male","55 to 59 years",45865,2010
"New Jersey","Male","55 to 59 years",261358,2010
"New Mexico","Male","55 to 59 years",63039,2010
"New York","Male","55 to 59 years",571825,2010
"North Carolina","Male","55 to 59 years",273989,2010
"North Dakota","Male","55 to 59 years",22023,2010
"Ohio","Male","55 to 59 years",368958,2010
"Oklahoma","Male","55 to 59 years",110338,2010
"Oregon","Male","55 to 59 years",128549,2010
"Pennsylvania","Male","55 to 59 years",410711,2010
"Rhode Island","Male","55 to 59 years",32807,2010
"South Carolina","Male","55 to 59 years",137689,2010
"South Dakota","Male","55 to 59 years",26238,2010
"Tennessee","Male","55 to 59 years",191853,2010
"Texas","Male","55 to 59 years",647324,2010
"Utah","Male","55 to 59 years",61062,2010
"Vermont","Male","55 to 59 years",23357,2010
"Virginia","Male","55 to 59 years",237184,2010
"Washington","Male","55 to 59 years",210848,2010
"West Virginia","Male","55 to 59 years",68126,2010
"Wisconsin","Male","55 to 59 years",184309,2010
"Wyoming","Male","55 to 59 years",19604,2010
"Puerto Rico","Male","55 to 59 years",101701,2010
"Alabama","Male","60 and 61 years",55476,2010
"Alaska","Male","60 and 61 years",7506,2010
"Arizona","Male","60 and 61 years",66296,2010
"Arkansas","Male","60 and 61 years",31429,2010
"California","Male","60 and 61 years",359029,2010
"Colorado","Male","60 and 61 years",53275,2010
"Connecticut","Male","60 and 61 years",38454,2010
"Delaware","Male","60 and 61 years",9861,2010
"District of Columbia","Male","60 and 61 years",5899,2010
"Florida","Male","60 and 61 years",209523,2010
"Georgia","Male","60 and 61 years",93677,2010
"Hawaii","Male","60 and 61 years",17218,2010
"Idaho","Male","60 and 61 years",17099,2010
"Illinois","Male","60 and 61 years",128344,2010
"Indiana","Male","60 and 61 years",68224,2010
"Iowa","Male","60 and 61 years",32431,2010
"Kansas","Male","60 and 61 years",29624,2010
"Kentucky","Male","60 and 61 years",49240,2010
"Louisiana","Male","60 and 61 years",48089,2010
"Maine","Male","60 and 61 years",17549,2010
"Maryland","Male","60 and 61 years",61345,2010
"Massachusetts","Male","60 and 61 years",70883,2010
"Michigan","Male","60 and 61 years",109289,2010
"Minnesota","Male","60 and 61 years",55637,2010
"Mississippi","Male","60 and 61 years",31710,2010
"Missouri","Male","60 and 61 years",65443,2010
"Montana","Male","60 and 61 years",12677,2010
"Nebraska","Male","60 and 61 years",19870,2010
"Nevada","Male","60 and 61 years",30470,2010
"New Hampshire","Male","60 and 61 years",16674,2010
"New Jersey","Male","60 and 61 years",93829,2010
"New Mexico","Male","60 and 61 years",23043,2010
"New York","Male","60 and 61 years",204235,2010
"North Carolina","Male","60 and 61 years",100804,2010
"North Dakota","Male","60 and 61 years",7529,2010
"Ohio","Male","60 and 61 years",129995,2010
"Oklahoma","Male","60 and 61 years",39222,2010
"Oregon","Male","60 and 61 years",45626,2010
"Pennsylvania","Male","60 and 61 years",145404,2010
"Rhode Island","Male","60 and 61 years",11547,2010
"South Carolina","Male","60 and 61 years",52469,2010
"South Dakota","Male","60 and 61 years",8455,2010
"Tennessee","Male","60 and 61 years",73235,2010
"Texas","Male","60 and 61 years",229801,2010
"Utah","Male","60 and 61 years",20696,2010
"Vermont","Male","60 and 61 years",8338,2010
"Virginia","Male","60 and 61 years",86381,2010
"Washington","Male","60 and 61 years",74114,2010
"West Virginia","Male","60 and 61 years",25568,2010
"Wisconsin","Male","60 and 61 years",62796,2010
"Wyoming","Male","60 and 61 years",6831,2010
"Puerto Rico","Male","60 and 61 years",40864,2010
"Alabama","Male","62 to 64 years",67170,2010
"Alaska","Male","62 to 64 years",8982,2010
"Arizona","Male","62 to 64 years",86209,2010
"Arkansas","Male","62 to 64 years",43133,2010
"California","Male","62 to 64 years",441519,2010
"Colorado","Male","62 to 64 years",65065,2010
"Connecticut","Male","62 to 64 years",52048,2010
"Delaware","Male","62 to 64 years",13131,2010
"District of Columbia","Male","62 to 64 years",7007,2010
"Florida","Male","62 to 64 years",292870,2010
"Georgia","Male","62 to 64 years",117980,2010
"Hawaii","Male","62 to 64 years",20900,2010
"Idaho","Male","62 to 64 years",21088,2010
"Illinois","Male","62 to 64 years",162886,2010
"Indiana","Male","62 to 64 years",86251,2010
"Iowa","Male","62 to 64 years",43158,2010
"Kansas","Male","62 to 64 years",37010,2010
"Kentucky","Male","62 to 64 years",61193,2010
"Louisiana","Male","62 to 64 years",61041,2010
"Maine","Male","62 to 64 years",22899,2010
"Maryland","Male","62 to 64 years",76632,2010
"Massachusetts","Male","62 to 64 years",92032,2010
"Michigan","Male","62 to 64 years",141668,2010
"Minnesota","Male","62 to 64 years",69575,2010
"Mississippi","Male","62 to 64 years",40011,2010
"Missouri","Male","62 to 64 years",84330,2010
"Montana","Male","62 to 64 years",16496,2010
"Nebraska","Male","62 to 64 years",23714,2010
"Nevada","Male","62 to 64 years",40193,2010
"New Hampshire","Male","62 to 64 years",19963,2010
"New Jersey","Male","62 to 64 years",117049,2010
"New Mexico","Male","62 to 64 years",29480,2010
"New York","Male","62 to 64 years",257560,2010
"North Carolina","Male","62 to 64 years",133165,2010
"North Dakota","Male","62 to 64 years",9292,2010
"Ohio","Male","62 to 64 years",160877,2010
"Oklahoma","Male","62 to 64 years",52236,2010
"Oregon","Male","62 to 64 years",59015,2010
"Pennsylvania","Male","62 to 64 years",182865,2010
"Rhode Island","Male","62 to 64 years",14949,2010
"South Carolina","Male","62 to 64 years",69722,2010
"South Dakota","Male","62 to 64 years",11170,2010
"Tennessee","Male","62 to 64 years",91636,2010
"Texas","Male","62 to 64 years",285380,2010
"Utah","Male","62 to 64 years",27111,2010
"Vermont","Male","62 to 64 years",10110,2010
"Virginia","Male","62 to 64 years",109777,2010
"Washington","Male","62 to 64 years",95936,2010
"West Virginia","Male","62 to 64 years",29623,2010
"Wisconsin","Male","62 to 64 years",77775,2010
"Wyoming","Male","62 to 64 years",8436,2010
"Puerto Rico","Male","62 to 64 years",55122,2010
"Alabama","Male","65 and 66 years",41290,2010
"Alaska","Male","65 and 66 years",4629,2010
"Arizona","Male","65 and 66 years",52764,2010
"Arkansas","Male","65 and 66 years",25208,2010
"California","Male","65 and 66 years",252846,2010
"Colorado","Male","65 and 66 years",35152,2010
"Connecticut","Male","65 and 66 years",29370,2010
"Delaware","Male","65 and 66 years",7054,2010
"District of Columbia","Male","65 and 66 years",3894,2010
"Florida","Male","65 and 66 years",178150,2010
"Georgia","Male","65 and 66 years",68705,2010
"Hawaii","Male","65 and 66 years",12105,2010
"Idaho","Male","65 and 66 years",12449,2010
"Illinois","Male","65 and 66 years",93285,2010
"Indiana","Male","65 and 66 years",49385,2010
"Iowa","Male","65 and 66 years",23509,2010
"Kansas","Male","65 and 66 years",20631,2010
"Kentucky","Male","65 and 66 years",35723,2010
"Louisiana","Male","65 and 66 years",33611,2010
"Maine","Male","65 and 66 years",12861,2010
"Maryland","Male","65 and 66 years",42888,2010
"Massachusetts","Male","65 and 66 years",49546,2010
"Michigan","Male","65 and 66 years",80784,2010
"Minnesota","Male","65 and 66 years",40393,2010
"Mississippi","Male","65 and 66 years",23627,2010
"Missouri","Male","65 and 66 years",49321,2010
"Montana","Male","65 and 66 years",9221,2010
"Nebraska","Male","65 and 66 years",13957,2010
"Nevada","Male","65 and 66 years",22732,2010
"New Hampshire","Male","65 and 66 years",11180,2010
"New Jersey","Male","65 and 66 years",66358,2010
"New Mexico","Male","65 and 66 years",16266,2010
"New York","Male","65 and 66 years",143728,2010
"North Carolina","Male","65 and 66 years",75331,2010
"North Dakota","Male","65 and 66 years",5564,2010
"Ohio","Male","65 and 66 years",93610,2010
"Oklahoma","Male","65 and 66 years",30321,2010
"Oregon","Male","65 and 66 years",32657,2010
"Pennsylvania","Male","65 and 66 years",107739,2010
"Rhode Island","Male","65 and 66 years",9009,2010
"South Carolina","Male","65 and 66 years",41549,2010
"South Dakota","Male","65 and 66 years",6174,2010
"Tennessee","Male","65 and 66 years",52822,2010
"Texas","Male","65 and 66 years",162884,2010
"Utah","Male","65 and 66 years",15636,2010
"Vermont","Male","65 and 66 years",5694,2010
"Virginia","Male","65 and 66 years",61588,2010
"Washington","Male","65 and 66 years",52550,2010
"West Virginia","Male","65 and 66 years",18221,2010
"Wisconsin","Male","65 and 66 years",45127,2010
"Wyoming","Male","65 and 66 years",4360,2010
"Puerto Rico","Male","65 and 66 years",33072,2010
"Alabama","Male","67 to 69 years",50679,2010
"Alaska","Male","67 to 69 years",5406,2010
"Arizona","Male","67 to 69 years",68952,2010
"Arkansas","Male","67 to 69 years",32995,2010
"California","Male","67 to 69 years",309867,2010
"Colorado","Male","67 to 69 years",43027,2010
"Connecticut","Male","67 to 69 years",33560,2010
"Delaware","Male","67 to 69 years",10701,2010
"District of Columbia","Male","67 to 69 years",5270,2010
"Florida","Male","67 to 69 years",243123,2010
"Georgia","Male","67 to 69 years",82194,2010
"Hawaii","Male","67 to 69 years",13921,2010
"Idaho","Male","67 to 69 years",15651,2010
"Illinois","Male","67 to 69 years",118557,2010
"Indiana","Male","67 to 69 years",64623,2010
"Iowa","Male","67 to 69 years",31695,2010
"Kansas","Male","67 to 69 years",27008,2010
"Kentucky","Male","67 to 69 years",45878,2010
"Louisiana","Male","67 to 69 years",43307,2010
"Maine","Male","67 to 69 years",15436,2010
"Maryland","Male","67 to 69 years",54266,2010
"Massachusetts","Male","67 to 69 years",61985,2010
"Michigan","Male","67 to 69 years",100877,2010
"Minnesota","Male","67 to 69 years",50365,2010
"Mississippi","Male","67 to 69 years",30053,2010
"Missouri","Male","67 to 69 years",63149,2010
"Montana","Male","67 to 69 years",12225,2010
"Nebraska","Male","67 to 69 years",16513,2010
"Nevada","Male","67 to 69 years",29091,2010
"New Hampshire","Male","67 to 69 years",14000,2010
"New Jersey","Male","67 to 69 years",83033,2010
"New Mexico","Male","67 to 69 years",22203,2010
"New York","Male","67 to 69 years",185064,2010
